Image,Mask
D:\Data\brats18\train/Image/1_65_52.npy,D:\Data\brats18\train/Mask/1_65_52.npy
D:\Data\brats18\train/Image/1_65_53.npy,D:\Data\brats18\train/Mask/1_65_53.npy
D:\Data\brats18\train/Image/1_65_54.npy,D:\Data\brats18\train/Mask/1_65_54.npy
D:\Data\brats18\train/Image/1_65_55.npy,D:\Data\brats18\train/Mask/1_65_55.npy
D:\Data\brats18\train/Image/1_65_57.npy,D:\Data\brats18\train/Mask/1_65_57.npy
D:\Data\brats18\train/Image/1_65_58.npy,D:\Data\brats18\train/Mask/1_65_58.npy
D:\Data\brats18\train/Image/1_65_59.npy,D:\Data\brats18\train/Mask/1_65_59.npy
D:\Data\brats18\train/Image/1_65_6.npy,D:\Data\brats18\train/Mask/1_65_6.npy
D:\Data\brats18\train/Image/1_65_60.npy,D:\Data\brats18\train/Mask/1_65_60.npy
D:\Data\brats18\train/Image/1_65_61.npy,D:\Data\brats18\train/Mask/1_65_61.npy
D:\Data\brats18\train/Image/1_65_62.npy,D:\Data\brats18\train/Mask/1_65_62.npy
D:\Data\brats18\train/Image/1_65_63.npy,D:\Data\brats18\train/Mask/1_65_63.npy
D:\Data\brats18\train/Image/1_65_64.npy,D:\Data\brats18\train/Mask/1_65_64.npy
D:\Data\brats18\train/Image/1_65_66.npy,D:\Data\brats18\train/Mask/1_65_66.npy
D:\Data\brats18\train/Image/1_65_67.npy,D:\Data\brats18\train/Mask/1_65_67.npy
D:\Data\brats18\train/Image/1_65_68.npy,D:\Data\brats18\train/Mask/1_65_68.npy
D:\Data\brats18\train/Image/1_65_69.npy,D:\Data\brats18\train/Mask/1_65_69.npy
D:\Data\brats18\train/Image/1_65_7.npy,D:\Data\brats18\train/Mask/1_65_7.npy
D:\Data\brats18\train/Image/1_65_70.npy,D:\Data\brats18\train/Mask/1_65_70.npy
D:\Data\brats18\train/Image/1_65_71.npy,D:\Data\brats18\train/Mask/1_65_71.npy
D:\Data\brats18\train/Image/1_65_72.npy,D:\Data\brats18\train/Mask/1_65_72.npy
D:\Data\brats18\train/Image/1_65_73.npy,D:\Data\brats18\train/Mask/1_65_73.npy
D:\Data\brats18\train/Image/1_65_75.npy,D:\Data\brats18\train/Mask/1_65_75.npy
D:\Data\brats18\train/Image/1_65_76.npy,D:\Data\brats18\train/Mask/1_65_76.npy
D:\Data\brats18\train/Image/1_65_77.npy,D:\Data\brats18\train/Mask/1_65_77.npy
D:\Data\brats18\train/Image/1_65_78.npy,D:\Data\brats18\train/Mask/1_65_78.npy
D:\Data\brats18\train/Image/1_65_79.npy,D:\Data\brats18\train/Mask/1_65_79.npy
D:\Data\brats18\train/Image/1_65_80.npy,D:\Data\brats18\train/Mask/1_65_80.npy
D:\Data\brats18\train/Image/1_65_81.npy,D:\Data\brats18\train/Mask/1_65_81.npy
D:\Data\brats18\train/Image/1_65_82.npy,D:\Data\brats18\train/Mask/1_65_82.npy
D:\Data\brats18\train/Image/1_65_84.npy,D:\Data\brats18\train/Mask/1_65_84.npy
D:\Data\brats18\train/Image/1_65_85.npy,D:\Data\brats18\train/Mask/1_65_85.npy
D:\Data\brats18\train/Image/1_65_86.npy,D:\Data\brats18\train/Mask/1_65_86.npy
D:\Data\brats18\train/Image/1_65_87.npy,D:\Data\brats18\train/Mask/1_65_87.npy
D:\Data\brats18\train/Image/1_65_88.npy,D:\Data\brats18\train/Mask/1_65_88.npy
D:\Data\brats18\train/Image/1_65_89.npy,D:\Data\brats18\train/Mask/1_65_89.npy
D:\Data\brats18\train/Image/1_65_9.npy,D:\Data\brats18\train/Mask/1_65_9.npy
D:\Data\brats18\train/Image/1_65_90.npy,D:\Data\brats18\train/Mask/1_65_90.npy
D:\Data\brats18\train/Image/1_65_91.npy,D:\Data\brats18\train/Mask/1_65_91.npy
D:\Data\brats18\train/Image/1_65_93.npy,D:\Data\brats18\train/Mask/1_65_93.npy
D:\Data\brats18\train/Image/1_65_94.npy,D:\Data\brats18\train/Mask/1_65_94.npy
D:\Data\brats18\train/Image/1_65_95.npy,D:\Data\brats18\train/Mask/1_65_95.npy
D:\Data\brats18\train/Image/1_65_96.npy,D:\Data\brats18\train/Mask/1_65_96.npy
D:\Data\brats18\train/Image/1_65_97.npy,D:\Data\brats18\train/Mask/1_65_97.npy
D:\Data\brats18\train/Image/1_65_98.npy,D:\Data\brats18\train/Mask/1_65_98.npy
D:\Data\brats18\train/Image/1_65_99.npy,D:\Data\brats18\train/Mask/1_65_99.npy
D:\Data\brats18\train/Image/1_66_102.npy,D:\Data\brats18\train/Mask/1_66_102.npy
D:\Data\brats18\train/Image/1_66_103.npy,D:\Data\brats18\train/Mask/1_66_103.npy
D:\Data\brats18\train/Image/1_66_104.npy,D:\Data\brats18\train/Mask/1_66_104.npy
D:\Data\brats18\train/Image/1_66_105.npy,D:\Data\brats18\train/Mask/1_66_105.npy
D:\Data\brats18\train/Image/1_66_106.npy,D:\Data\brats18\train/Mask/1_66_106.npy
D:\Data\brats18\train/Image/1_66_107.npy,D:\Data\brats18\train/Mask/1_66_107.npy
D:\Data\brats18\train/Image/1_66_111.npy,D:\Data\brats18\train/Mask/1_66_111.npy
D:\Data\brats18\train/Image/1_66_112.npy,D:\Data\brats18\train/Mask/1_66_112.npy
D:\Data\brats18\train/Image/1_66_113.npy,D:\Data\brats18\train/Mask/1_66_113.npy
D:\Data\brats18\train/Image/1_66_114.npy,D:\Data\brats18\train/Mask/1_66_114.npy
D:\Data\brats18\train/Image/1_66_115.npy,D:\Data\brats18\train/Mask/1_66_115.npy
D:\Data\brats18\train/Image/1_66_116.npy,D:\Data\brats18\train/Mask/1_66_116.npy
D:\Data\brats18\train/Image/1_66_12.npy,D:\Data\brats18\train/Mask/1_66_12.npy
D:\Data\brats18\train/Image/1_66_120.npy,D:\Data\brats18\train/Mask/1_66_120.npy
D:\Data\brats18\train/Image/1_66_121.npy,D:\Data\brats18\train/Mask/1_66_121.npy
D:\Data\brats18\train/Image/1_66_122.npy,D:\Data\brats18\train/Mask/1_66_122.npy
D:\Data\brats18\train/Image/1_66_123.npy,D:\Data\brats18\train/Mask/1_66_123.npy
D:\Data\brats18\train/Image/1_66_124.npy,D:\Data\brats18\train/Mask/1_66_124.npy
D:\Data\brats18\train/Image/1_66_125.npy,D:\Data\brats18\train/Mask/1_66_125.npy
D:\Data\brats18\train/Image/1_66_13.npy,D:\Data\brats18\train/Mask/1_66_13.npy
D:\Data\brats18\train/Image/1_66_15.npy,D:\Data\brats18\train/Mask/1_66_15.npy
D:\Data\brats18\train/Image/1_66_16.npy,D:\Data\brats18\train/Mask/1_66_16.npy
D:\Data\brats18\train/Image/1_66_21.npy,D:\Data\brats18\train/Mask/1_66_21.npy
D:\Data\brats18\train/Image/1_66_22.npy,D:\Data\brats18\train/Mask/1_66_22.npy
D:\Data\brats18\train/Image/1_66_24.npy,D:\Data\brats18\train/Mask/1_66_24.npy
D:\Data\brats18\train/Image/1_66_25.npy,D:\Data\brats18\train/Mask/1_66_25.npy
D:\Data\brats18\train/Image/1_66_30.npy,D:\Data\brats18\train/Mask/1_66_30.npy
D:\Data\brats18\train/Image/1_66_31.npy,D:\Data\brats18\train/Mask/1_66_31.npy
D:\Data\brats18\train/Image/1_66_32.npy,D:\Data\brats18\train/Mask/1_66_32.npy
D:\Data\brats18\train/Image/1_66_33.npy,D:\Data\brats18\train/Mask/1_66_33.npy
D:\Data\brats18\train/Image/1_66_34.npy,D:\Data\brats18\train/Mask/1_66_34.npy
D:\Data\brats18\train/Image/1_66_35.npy,D:\Data\brats18\train/Mask/1_66_35.npy
D:\Data\brats18\train/Image/1_66_39.npy,D:\Data\brats18\train/Mask/1_66_39.npy
D:\Data\brats18\train/Image/1_66_40.npy,D:\Data\brats18\train/Mask/1_66_40.npy
D:\Data\brats18\train/Image/1_66_41.npy,D:\Data\brats18\train/Mask/1_66_41.npy
D:\Data\brats18\train/Image/1_66_42.npy,D:\Data\brats18\train/Mask/1_66_42.npy
D:\Data\brats18\train/Image/1_66_43.npy,D:\Data\brats18\train/Mask/1_66_43.npy
D:\Data\brats18\train/Image/1_66_44.npy,D:\Data\brats18\train/Mask/1_66_44.npy
D:\Data\brats18\train/Image/1_66_48.npy,D:\Data\brats18\train/Mask/1_66_48.npy
D:\Data\brats18\train/Image/1_66_49.npy,D:\Data\brats18\train/Mask/1_66_49.npy
D:\Data\brats18\train/Image/1_66_50.npy,D:\Data\brats18\train/Mask/1_66_50.npy
D:\Data\brats18\train/Image/1_66_51.npy,D:\Data\brats18\train/Mask/1_66_51.npy
D:\Data\brats18\train/Image/1_66_52.npy,D:\Data\brats18\train/Mask/1_66_52.npy
D:\Data\brats18\train/Image/1_66_53.npy,D:\Data\brats18\train/Mask/1_66_53.npy
D:\Data\brats18\train/Image/1_66_57.npy,D:\Data\brats18\train/Mask/1_66_57.npy
D:\Data\brats18\train/Image/1_66_58.npy,D:\Data\brats18\train/Mask/1_66_58.npy
D:\Data\brats18\train/Image/1_66_59.npy,D:\Data\brats18\train/Mask/1_66_59.npy
D:\Data\brats18\train/Image/1_66_60.npy,D:\Data\brats18\train/Mask/1_66_60.npy
D:\Data\brats18\train/Image/1_66_61.npy,D:\Data\brats18\train/Mask/1_66_61.npy
D:\Data\brats18\train/Image/1_66_62.npy,D:\Data\brats18\train/Mask/1_66_62.npy
D:\Data\brats18\train/Image/1_66_66.npy,D:\Data\brats18\train/Mask/1_66_66.npy
D:\Data\brats18\train/Image/1_66_67.npy,D:\Data\brats18\train/Mask/1_66_67.npy
D:\Data\brats18\train/Image/1_66_68.npy,D:\Data\brats18\train/Mask/1_66_68.npy
D:\Data\brats18\train/Image/1_66_69.npy,D:\Data\brats18\train/Mask/1_66_69.npy
D:\Data\brats18\train/Image/1_66_70.npy,D:\Data\brats18\train/Mask/1_66_70.npy
D:\Data\brats18\train/Image/1_66_71.npy,D:\Data\brats18\train/Mask/1_66_71.npy
D:\Data\brats18\train/Image/1_66_75.npy,D:\Data\brats18\train/Mask/1_66_75.npy
D:\Data\brats18\train/Image/1_66_76.npy,D:\Data\brats18\train/Mask/1_66_76.npy
D:\Data\brats18\train/Image/1_66_77.npy,D:\Data\brats18\train/Mask/1_66_77.npy
D:\Data\brats18\train/Image/1_66_78.npy,D:\Data\brats18\train/Mask/1_66_78.npy
D:\Data\brats18\train/Image/1_66_79.npy,D:\Data\brats18\train/Mask/1_66_79.npy
D:\Data\brats18\train/Image/1_66_80.npy,D:\Data\brats18\train/Mask/1_66_80.npy
D:\Data\brats18\train/Image/1_66_84.npy,D:\Data\brats18\train/Mask/1_66_84.npy
D:\Data\brats18\train/Image/1_66_85.npy,D:\Data\brats18\train/Mask/1_66_85.npy
D:\Data\brats18\train/Image/1_66_86.npy,D:\Data\brats18\train/Mask/1_66_86.npy
D:\Data\brats18\train/Image/1_66_87.npy,D:\Data\brats18\train/Mask/1_66_87.npy
D:\Data\brats18\train/Image/1_66_88.npy,D:\Data\brats18\train/Mask/1_66_88.npy
D:\Data\brats18\train/Image/1_66_89.npy,D:\Data\brats18\train/Mask/1_66_89.npy
D:\Data\brats18\train/Image/1_66_93.npy,D:\Data\brats18\train/Mask/1_66_93.npy
D:\Data\brats18\train/Image/1_66_94.npy,D:\Data\brats18\train/Mask/1_66_94.npy
D:\Data\brats18\train/Image/1_66_95.npy,D:\Data\brats18\train/Mask/1_66_95.npy
D:\Data\brats18\train/Image/1_66_96.npy,D:\Data\brats18\train/Mask/1_66_96.npy
D:\Data\brats18\train/Image/1_66_97.npy,D:\Data\brats18\train/Mask/1_66_97.npy
D:\Data\brats18\train/Image/1_66_98.npy,D:\Data\brats18\train/Mask/1_66_98.npy
D:\Data\brats18\train/Image/1_67_0.npy,D:\Data\brats18\train/Mask/1_67_0.npy
D:\Data\brats18\train/Image/1_67_1.npy,D:\Data\brats18\train/Mask/1_67_1.npy
D:\Data\brats18\train/Image/1_67_10.npy,D:\Data\brats18\train/Mask/1_67_10.npy
D:\Data\brats18\train/Image/1_67_100.npy,D:\Data\brats18\train/Mask/1_67_100.npy
D:\Data\brats18\train/Image/1_67_101.npy,D:\Data\brats18\train/Mask/1_67_101.npy
D:\Data\brats18\train/Image/1_67_102.npy,D:\Data\brats18\train/Mask/1_67_102.npy
D:\Data\brats18\train/Image/1_67_103.npy,D:\Data\brats18\train/Mask/1_67_103.npy
D:\Data\brats18\train/Image/1_67_104.npy,D:\Data\brats18\train/Mask/1_67_104.npy
D:\Data\brats18\train/Image/1_67_105.npy,D:\Data\brats18\train/Mask/1_67_105.npy
D:\Data\brats18\train/Image/1_67_106.npy,D:\Data\brats18\train/Mask/1_67_106.npy
D:\Data\brats18\train/Image/1_67_107.npy,D:\Data\brats18\train/Mask/1_67_107.npy
D:\Data\brats18\train/Image/1_67_108.npy,D:\Data\brats18\train/Mask/1_67_108.npy
D:\Data\brats18\train/Image/1_67_109.npy,D:\Data\brats18\train/Mask/1_67_109.npy
D:\Data\brats18\train/Image/1_67_11.npy,D:\Data\brats18\train/Mask/1_67_11.npy
D:\Data\brats18\train/Image/1_67_111.npy,D:\Data\brats18\train/Mask/1_67_111.npy
D:\Data\brats18\train/Image/1_67_112.npy,D:\Data\brats18\train/Mask/1_67_112.npy
D:\Data\brats18\train/Image/1_67_114.npy,D:\Data\brats18\train/Mask/1_67_114.npy
D:\Data\brats18\train/Image/1_67_115.npy,D:\Data\brats18\train/Mask/1_67_115.npy
D:\Data\brats18\train/Image/1_67_117.npy,D:\Data\brats18\train/Mask/1_67_117.npy
D:\Data\brats18\train/Image/1_67_118.npy,D:\Data\brats18\train/Mask/1_67_118.npy
D:\Data\brats18\train/Image/1_67_12.npy,D:\Data\brats18\train/Mask/1_67_12.npy
D:\Data\brats18\train/Image/1_67_120.npy,D:\Data\brats18\train/Mask/1_67_120.npy
D:\Data\brats18\train/Image/1_67_121.npy,D:\Data\brats18\train/Mask/1_67_121.npy
D:\Data\brats18\train/Image/1_67_123.npy,D:\Data\brats18\train/Mask/1_67_123.npy
D:\Data\brats18\train/Image/1_67_124.npy,D:\Data\brats18\train/Mask/1_67_124.npy
D:\Data\brats18\train/Image/1_67_13.npy,D:\Data\brats18\train/Mask/1_67_13.npy
D:\Data\brats18\train/Image/1_67_14.npy,D:\Data\brats18\train/Mask/1_67_14.npy
D:\Data\brats18\train/Image/1_67_15.npy,D:\Data\brats18\train/Mask/1_67_15.npy
D:\Data\brats18\train/Image/1_67_16.npy,D:\Data\brats18\train/Mask/1_67_16.npy
D:\Data\brats18\train/Image/1_67_18.npy,D:\Data\brats18\train/Mask/1_67_18.npy
D:\Data\brats18\train/Image/1_67_19.npy,D:\Data\brats18\train/Mask/1_67_19.npy
D:\Data\brats18\train/Image/1_67_2.npy,D:\Data\brats18\train/Mask/1_67_2.npy
D:\Data\brats18\train/Image/1_67_20.npy,D:\Data\brats18\train/Mask/1_67_20.npy
D:\Data\brats18\train/Image/1_67_21.npy,D:\Data\brats18\train/Mask/1_67_21.npy
D:\Data\brats18\train/Image/1_67_22.npy,D:\Data\brats18\train/Mask/1_67_22.npy
D:\Data\brats18\train/Image/1_67_23.npy,D:\Data\brats18\train/Mask/1_67_23.npy
D:\Data\brats18\train/Image/1_67_24.npy,D:\Data\brats18\train/Mask/1_67_24.npy
D:\Data\brats18\train/Image/1_67_25.npy,D:\Data\brats18\train/Mask/1_67_25.npy
D:\Data\brats18\train/Image/1_67_27.npy,D:\Data\brats18\train/Mask/1_67_27.npy
D:\Data\brats18\train/Image/1_67_28.npy,D:\Data\brats18\train/Mask/1_67_28.npy
D:\Data\brats18\train/Image/1_67_29.npy,D:\Data\brats18\train/Mask/1_67_29.npy
D:\Data\brats18\train/Image/1_67_3.npy,D:\Data\brats18\train/Mask/1_67_3.npy
D:\Data\brats18\train/Image/1_67_30.npy,D:\Data\brats18\train/Mask/1_67_30.npy
D:\Data\brats18\train/Image/1_67_31.npy,D:\Data\brats18\train/Mask/1_67_31.npy
D:\Data\brats18\train/Image/1_67_32.npy,D:\Data\brats18\train/Mask/1_67_32.npy
D:\Data\brats18\train/Image/1_67_33.npy,D:\Data\brats18\train/Mask/1_67_33.npy
D:\Data\brats18\train/Image/1_67_34.npy,D:\Data\brats18\train/Mask/1_67_34.npy
D:\Data\brats18\train/Image/1_67_35.npy,D:\Data\brats18\train/Mask/1_67_35.npy
D:\Data\brats18\train/Image/1_67_36.npy,D:\Data\brats18\train/Mask/1_67_36.npy
D:\Data\brats18\train/Image/1_67_37.npy,D:\Data\brats18\train/Mask/1_67_37.npy
D:\Data\brats18\train/Image/1_67_38.npy,D:\Data\brats18\train/Mask/1_67_38.npy
D:\Data\brats18\train/Image/1_67_39.npy,D:\Data\brats18\train/Mask/1_67_39.npy
D:\Data\brats18\train/Image/1_67_4.npy,D:\Data\brats18\train/Mask/1_67_4.npy
D:\Data\brats18\train/Image/1_67_40.npy,D:\Data\brats18\train/Mask/1_67_40.npy
D:\Data\brats18\train/Image/1_67_41.npy,D:\Data\brats18\train/Mask/1_67_41.npy
D:\Data\brats18\train/Image/1_67_42.npy,D:\Data\brats18\train/Mask/1_67_42.npy
D:\Data\brats18\train/Image/1_67_43.npy,D:\Data\brats18\train/Mask/1_67_43.npy
D:\Data\brats18\train/Image/1_67_44.npy,D:\Data\brats18\train/Mask/1_67_44.npy
D:\Data\brats18\train/Image/1_67_45.npy,D:\Data\brats18\train/Mask/1_67_45.npy
D:\Data\brats18\train/Image/1_67_46.npy,D:\Data\brats18\train/Mask/1_67_46.npy
D:\Data\brats18\train/Image/1_67_47.npy,D:\Data\brats18\train/Mask/1_67_47.npy
D:\Data\brats18\train/Image/1_67_48.npy,D:\Data\brats18\train/Mask/1_67_48.npy
D:\Data\brats18\train/Image/1_67_49.npy,D:\Data\brats18\train/Mask/1_67_49.npy
D:\Data\brats18\train/Image/1_67_5.npy,D:\Data\brats18\train/Mask/1_67_5.npy
D:\Data\brats18\train/Image/1_67_50.npy,D:\Data\brats18\train/Mask/1_67_50.npy
D:\Data\brats18\train/Image/1_67_51.npy,D:\Data\brats18\train/Mask/1_67_51.npy
D:\Data\brats18\train/Image/1_67_52.npy,D:\Data\brats18\train/Mask/1_67_52.npy
D:\Data\brats18\train/Image/1_67_53.npy,D:\Data\brats18\train/Mask/1_67_53.npy
D:\Data\brats18\train/Image/1_67_54.npy,D:\Data\brats18\train/Mask/1_67_54.npy
D:\Data\brats18\train/Image/1_67_55.npy,D:\Data\brats18\train/Mask/1_67_55.npy
D:\Data\brats18\train/Image/1_67_56.npy,D:\Data\brats18\train/Mask/1_67_56.npy
D:\Data\brats18\train/Image/1_67_57.npy,D:\Data\brats18\train/Mask/1_67_57.npy
D:\Data\brats18\train/Image/1_67_58.npy,D:\Data\brats18\train/Mask/1_67_58.npy
D:\Data\brats18\train/Image/1_67_59.npy,D:\Data\brats18\train/Mask/1_67_59.npy
D:\Data\brats18\train/Image/1_67_6.npy,D:\Data\brats18\train/Mask/1_67_6.npy
D:\Data\brats18\train/Image/1_67_60.npy,D:\Data\brats18\train/Mask/1_67_60.npy
D:\Data\brats18\train/Image/1_67_61.npy,D:\Data\brats18\train/Mask/1_67_61.npy
D:\Data\brats18\train/Image/1_67_62.npy,D:\Data\brats18\train/Mask/1_67_62.npy
D:\Data\brats18\train/Image/1_67_63.npy,D:\Data\brats18\train/Mask/1_67_63.npy
D:\Data\brats18\train/Image/1_67_64.npy,D:\Data\brats18\train/Mask/1_67_64.npy
D:\Data\brats18\train/Image/1_67_65.npy,D:\Data\brats18\train/Mask/1_67_65.npy
D:\Data\brats18\train/Image/1_67_66.npy,D:\Data\brats18\train/Mask/1_67_66.npy
D:\Data\brats18\train/Image/1_67_67.npy,D:\Data\brats18\train/Mask/1_67_67.npy
D:\Data\brats18\train/Image/1_67_68.npy,D:\Data\brats18\train/Mask/1_67_68.npy
D:\Data\brats18\train/Image/1_67_69.npy,D:\Data\brats18\train/Mask/1_67_69.npy
D:\Data\brats18\train/Image/1_67_7.npy,D:\Data\brats18\train/Mask/1_67_7.npy
D:\Data\brats18\train/Image/1_67_70.npy,D:\Data\brats18\train/Mask/1_67_70.npy
D:\Data\brats18\train/Image/1_67_71.npy,D:\Data\brats18\train/Mask/1_67_71.npy
D:\Data\brats18\train/Image/1_67_72.npy,D:\Data\brats18\train/Mask/1_67_72.npy
D:\Data\brats18\train/Image/1_67_73.npy,D:\Data\brats18\train/Mask/1_67_73.npy
D:\Data\brats18\train/Image/1_67_74.npy,D:\Data\brats18\train/Mask/1_67_74.npy
D:\Data\brats18\train/Image/1_67_75.npy,D:\Data\brats18\train/Mask/1_67_75.npy
D:\Data\brats18\train/Image/1_67_76.npy,D:\Data\brats18\train/Mask/1_67_76.npy
D:\Data\brats18\train/Image/1_67_77.npy,D:\Data\brats18\train/Mask/1_67_77.npy
D:\Data\brats18\train/Image/1_67_78.npy,D:\Data\brats18\train/Mask/1_67_78.npy
D:\Data\brats18\train/Image/1_67_79.npy,D:\Data\brats18\train/Mask/1_67_79.npy
D:\Data\brats18\train/Image/1_67_80.npy,D:\Data\brats18\train/Mask/1_67_80.npy
D:\Data\brats18\train/Image/1_67_81.npy,D:\Data\brats18\train/Mask/1_67_81.npy
D:\Data\brats18\train/Image/1_67_82.npy,D:\Data\brats18\train/Mask/1_67_82.npy
D:\Data\brats18\train/Image/1_67_83.npy,D:\Data\brats18\train/Mask/1_67_83.npy
D:\Data\brats18\train/Image/1_67_84.npy,D:\Data\brats18\train/Mask/1_67_84.npy
D:\Data\brats18\train/Image/1_67_85.npy,D:\Data\brats18\train/Mask/1_67_85.npy
D:\Data\brats18\train/Image/1_67_86.npy,D:\Data\brats18\train/Mask/1_67_86.npy
D:\Data\brats18\train/Image/1_67_87.npy,D:\Data\brats18\train/Mask/1_67_87.npy
D:\Data\brats18\train/Image/1_67_88.npy,D:\Data\brats18\train/Mask/1_67_88.npy
D:\Data\brats18\train/Image/1_67_89.npy,D:\Data\brats18\train/Mask/1_67_89.npy
D:\Data\brats18\train/Image/1_67_9.npy,D:\Data\brats18\train/Mask/1_67_9.npy
D:\Data\brats18\train/Image/1_67_90.npy,D:\Data\brats18\train/Mask/1_67_90.npy
D:\Data\brats18\train/Image/1_67_91.npy,D:\Data\brats18\train/Mask/1_67_91.npy
D:\Data\brats18\train/Image/1_67_92.npy,D:\Data\brats18\train/Mask/1_67_92.npy
D:\Data\brats18\train/Image/1_67_93.npy,D:\Data\brats18\train/Mask/1_67_93.npy
D:\Data\brats18\train/Image/1_67_94.npy,D:\Data\brats18\train/Mask/1_67_94.npy
D:\Data\brats18\train/Image/1_67_95.npy,D:\Data\brats18\train/Mask/1_67_95.npy
D:\Data\brats18\train/Image/1_67_96.npy,D:\Data\brats18\train/Mask/1_67_96.npy
D:\Data\brats18\train/Image/1_67_97.npy,D:\Data\brats18\train/Mask/1_67_97.npy
D:\Data\brats18\train/Image/1_67_98.npy,D:\Data\brats18\train/Mask/1_67_98.npy
D:\Data\brats18\train/Image/1_67_99.npy,D:\Data\brats18\train/Mask/1_67_99.npy
D:\Data\brats18\train/Image/1_68_0.npy,D:\Data\brats18\train/Mask/1_68_0.npy
D:\Data\brats18\train/Image/1_68_1.npy,D:\Data\brats18\train/Mask/1_68_1.npy
D:\Data\brats18\train/Image/1_68_10.npy,D:\Data\brats18\train/Mask/1_68_10.npy
D:\Data\brats18\train/Image/1_68_100.npy,D:\Data\brats18\train/Mask/1_68_100.npy
D:\Data\brats18\train/Image/1_68_102.npy,D:\Data\brats18\train/Mask/1_68_102.npy
D:\Data\brats18\train/Image/1_68_103.npy,D:\Data\brats18\train/Mask/1_68_103.npy
D:\Data\brats18\train/Image/1_68_105.npy,D:\Data\brats18\train/Mask/1_68_105.npy
D:\Data\brats18\train/Image/1_68_106.npy,D:\Data\brats18\train/Mask/1_68_106.npy
D:\Data\brats18\train/Image/1_68_108.npy,D:\Data\brats18\train/Mask/1_68_108.npy
D:\Data\brats18\train/Image/1_68_109.npy,D:\Data\brats18\train/Mask/1_68_109.npy
D:\Data\brats18\train/Image/1_68_111.npy,D:\Data\brats18\train/Mask/1_68_111.npy
D:\Data\brats18\train/Image/1_68_112.npy,D:\Data\brats18\train/Mask/1_68_112.npy
D:\Data\brats18\train/Image/1_68_114.npy,D:\Data\brats18\train/Mask/1_68_114.npy
D:\Data\brats18\train/Image/1_68_115.npy,D:\Data\brats18\train/Mask/1_68_115.npy
D:\Data\brats18\train/Image/1_68_117.npy,D:\Data\brats18\train/Mask/1_68_117.npy
D:\Data\brats18\train/Image/1_68_118.npy,D:\Data\brats18\train/Mask/1_68_118.npy
D:\Data\brats18\train/Image/1_68_12.npy,D:\Data\brats18\train/Mask/1_68_12.npy
D:\Data\brats18\train/Image/1_68_120.npy,D:\Data\brats18\train/Mask/1_68_120.npy
D:\Data\brats18\train/Image/1_68_121.npy,D:\Data\brats18\train/Mask/1_68_121.npy
D:\Data\brats18\train/Image/1_68_123.npy,D:\Data\brats18\train/Mask/1_68_123.npy
D:\Data\brats18\train/Image/1_68_124.npy,D:\Data\brats18\train/Mask/1_68_124.npy
D:\Data\brats18\train/Image/1_68_13.npy,D:\Data\brats18\train/Mask/1_68_13.npy
D:\Data\brats18\train/Image/1_68_15.npy,D:\Data\brats18\train/Mask/1_68_15.npy
D:\Data\brats18\train/Image/1_68_16.npy,D:\Data\brats18\train/Mask/1_68_16.npy
D:\Data\brats18\train/Image/1_68_18.npy,D:\Data\brats18\train/Mask/1_68_18.npy
D:\Data\brats18\train/Image/1_68_19.npy,D:\Data\brats18\train/Mask/1_68_19.npy
D:\Data\brats18\train/Image/1_68_21.npy,D:\Data\brats18\train/Mask/1_68_21.npy
D:\Data\brats18\train/Image/1_68_22.npy,D:\Data\brats18\train/Mask/1_68_22.npy
D:\Data\brats18\train/Image/1_68_24.npy,D:\Data\brats18\train/Mask/1_68_24.npy
D:\Data\brats18\train/Image/1_68_25.npy,D:\Data\brats18\train/Mask/1_68_25.npy
D:\Data\brats18\train/Image/1_68_27.npy,D:\Data\brats18\train/Mask/1_68_27.npy
D:\Data\brats18\train/Image/1_68_28.npy,D:\Data\brats18\train/Mask/1_68_28.npy
D:\Data\brats18\train/Image/1_68_3.npy,D:\Data\brats18\train/Mask/1_68_3.npy
D:\Data\brats18\train/Image/1_68_30.npy,D:\Data\brats18\train/Mask/1_68_30.npy
D:\Data\brats18\train/Image/1_68_31.npy,D:\Data\brats18\train/Mask/1_68_31.npy
D:\Data\brats18\train/Image/1_68_33.npy,D:\Data\brats18\train/Mask/1_68_33.npy
D:\Data\brats18\train/Image/1_68_34.npy,D:\Data\brats18\train/Mask/1_68_34.npy
D:\Data\brats18\train/Image/1_68_36.npy,D:\Data\brats18\train/Mask/1_68_36.npy
D:\Data\brats18\train/Image/1_68_37.npy,D:\Data\brats18\train/Mask/1_68_37.npy
